name;age;segment;city;zip_code;state;region
Andy Reiter;NULL;Corporate;Fort Lee;7024;New Jersey;East
Raymond Fair;NULL;Small Business;South Burlington;5403;Vermont;East
Becky Martin;NULL;Home Office;Sanford;4073;Maine;East
Becky Martin;NULL;Home Office;Goffstown;3045;New Hampshire;East
David Flashing;NULL;Home Office;New Milford;6776;Connecticut;East
Jasper Cacioppo;NULL;Home Office;Freeport;11520;New York;East
James Galang;NULL;Consumer;Arlington;22204;Virginia;South
James Galang;NULL;Consumer;Blacksburg;24060;Virginia;South
Carl Weiss;NULL;Consumer;Columbus;39701;Mississippi;South
Maria Zettner;NULL;Corporate;Watertown;53094;Wisconsin;Central
Chris Cortes;NULL;Consumer;Rancho Cucamonga;91730;California;West
Keith Dawkins;NULL;Home Office;Little Rock;72209;Arkansas;South
Patrick Ryan;NULL;Corporate;Athens;30605;Georgia;South
Denny Ordway;NULL;Small Business;Woodland;95695;California;West
Peter Fuller;NULL;Consumer;Atlanta;30318;Georgia;South
Christina Anderson;NULL;Corporate;Murfreesboro;37130;Tennessee;South
Christopher Schild;NULL;Corporate;East Chicago;46312;Indiana;Central
Luke Schmidt;NULL;Home Office;Hilton Head Island;29915;South Carolina;South
Luke Schmidt;NULL;Home Office;Mount Pleasant;29464;South Carolina;South
Justin Knight;NULL;Corporate;Burlington;52601;Iowa;Central
Matt Collister;NULL;Home Office;College Park;30337;Georgia;South
Alejandro Grove;NULL;Consumer;Cleveland;44105;Ohio;East
Matt Collister;NULL;Home Office;Catonsville;21228;Maryland;East
Kelly Lampkin;NULL;Corporate;Garland;75043;Texas;Central
Amy Hunt;NULL;Home Office;Knoxville;37918;Tennessee;South
Kelly Williams;NULL;Corporate;Draper;84020;Utah;West
Eugene Moren;NULL;Home Office;Danville;40422;Kentucky;South
Anthony Rawles;NULL;Small Business;Fountain;80817;Colorado;West
Amy Hunt;NULL;Home Office;Kingsport;37664;Tennessee;South
Matt Connell;NULL;Corporate;Medina;44256;Ohio;East
Tracy Collins;NULL;Corporate;Kendall;33156;Florida;South
Lindsay Castell;NULL;Small Business;Mount Vernon;10550;New York;East
Scott Cohen;NULL;Consumer;Mount Vernon;43050;Ohio;East
Odella Nelson;NULL;Small Business;Whitehall;43213;Ohio;East
Rick Duston;NULL;Corporate;Hackensack;7601;New Jersey;East
Christine Abelman;NULL;Corporate;Rose Hill;24281;Virginia;South
Rick Duston;NULL;Corporate;Waterbury;6708;Connecticut;East
Raymond Fair;NULL;Small Business;Rutland;5701;Vermont;East
Joy Smith;NULL;Consumer;Valparaiso;46383;Indiana;Central
Christina Anderson;NULL;Corporate;Nashville;37211;Tennessee;South
Lynn Smith;NULL;Corporate;Norfolk;23518;Virginia;South
Frank Merwin;NULL;Consumer;West Jordan;84084;Utah;West
Christy Brittain;NULL;Consumer;Santa Rosa;95404;California;West
Eugene Hildebrand;NULL;Home Office;Cedar Park;78613;Texas;Central
Giulietta Dortch;NULL;Consumer;Sunnyvale;94086;California;West
Dorris Love;NULL;Home Office;Deer Park;11729;New York;East
Dorris Love;NULL;Home Office;Dix Hills;11746;New York;East
Jim Epp;NULL;Small Business;Blacksburg;24060;Virginia;South
Larry Tron;NULL;Home Office;Kearns;84118;Utah;West
Nicole Brennan;NULL;Home Office;Concord;94521;California;West
Nicole Brennan;NULL;Consumer;Rock Springs;82901;Wyoming;West
Katrina Bavinger;NULL;Consumer;Webster Groves;63119;MO;Central
Deborah Brumfield;NULL;Corporate;Searcy;72143;Arkansas;South
Anna Gayman;NULL;Corporate;Bartlesville;74006;Oklahoma;Central
Fred Wasserman;NULL;Home Office;Collinsville;62234;Illinois;Central
Neil Knudson;NULL;Home Office;Salisbury;28144;North Carolina;South
Guy Phonely;NULL;Corporate;Euclid;44117;Ohio;East
Anthony Johnson;NULL;Small Business;Newton;50208;Iowa;Central
Sandra Glassco;NULL;Home Office;Grand Forks;58201;North Dakota;Central
Erica Hernandez;NULL;Small Business;Pawtucket;2861;Rhode Island;East
Erica Hernandez;NULL;Small Business;South Burlington;5403;Vermont;East
Sally Knutson;NULL;Corporate;Mason City;50401;Iowa;Central
Corey Roper;NULL;Small Business;Whittier;90604;California;West
Yoseph Carroll;NULL;Consumer;Pullman;99163;Washington;West
Janet Martin;NULL;Corporate;Bridgeport;6607;Connecticut;East
Roger Barcio;NULL;Corporate;North Las Vegas;89031;Nevada;West
Charles Crestani;NULL;Consumer;Santa Cruz;95062;California;West
Beth Thompson;NULL;Corporate;Bloomington;61701;Illinois;Central
Georgia Rosenberg;NULL;Consumer;West Valley City;84120;Utah;West
Mitch Willingham;NULL;Corporate;Sandy Springs;30328;Georgia;South
Randy Ferguson;NULL;Home Office;Chattanooga;37421;Tennessee;South
Evan Henry;NULL;Corporate;La Mesa;91941;California;West
Alyssa Tate;NULL;Small Business;Petaluma;94952;California;West
Stephanie Ulpright;NULL;Consumer;Akron;44312;Ohio;East
Nora Paige;NULL;Small Business;Atascadero;93422;California;West
Katharine Harms;NULL;Consumer;Alamogordo;88310;New Mexico;West
Robert Dilbeck;NULL;Corporate;Cleveland;37311;Tennessee;South
Jim Kriz;NULL;Consumer;Fairfield;45014;Ohio;East
Becky Pak;NULL;Corporate;Medford;97504;Oregon;West
Georgia Rosenberg;NULL;Consumer;Alexandria;22304;Virginia;South
Victoria Pisteka;NULL;Corporate;Eagle;83616;Idaho;West
Bill Tyler;NULL;Consumer;Oakland;94601;California;West
Noel Staavos;NULL;Home Office;South Portland;4106;Maine;East
Melanie Page;NULL;Corporate;Harlingen;78550;Texas;Central
Mike Vittorini;NULL;Small Business;Grand Rapids;49505;Michigan;Central
Mike Vittorini;NULL;Small Business;Garden City;48135;Michigan;Central
Melanie Page;NULL;Corporate;Houston;77036;Texas;Central
Muhammed Yedwab;NULL;Consumer;Richmond;23223;Virginia;South
Greg Guthrie;NULL;Small Business;Indianapolis;46203;Indiana;Central
Valerie Takahito;NULL;Consumer;Tampa;33614;Florida;South
Tom Stivers;NULL;Small Business;Slidell;70458;Louisiana;South
Laurel Beltran;NULL;Consumer;Hilton Head Island;29915;South Carolina;South
Scott Cohen;NULL;Consumer;Louisville;80027;Colorado;West
Benjamin Patterson;NULL;Corporate;King of Prussia;19406;Pennsylvania;East
John Lucas;NULL;Corporate;Hilliard;43026;Ohio;East
Steve Nguyen;NULL;Small Business;Strongsville;44136;Ohio;East
Bradley Drucker;NULL;Small Business;West Hollywood;90069;California;West
Liz MacKendrick;NULL;Corporate;Newport News;23602;Virginia;South
Brad Thomas;NULL;Corporate;Los Gatos;95032;California;West
Mary Zewe;NULL;Corporate;Independence;64055;MO;Central
Sally Hughsby;NULL;Consumer;North Olmsted;44070;Ohio;East
Jeremy Lonsdale;NULL;Corporate;Asheboro;27203;North Carolina;South
Neil Knudson;NULL;Home Office;Thomasville;27360;North Carolina;South
Robert Waldorf;NULL;Home Office;Oakville;63129;MO;Central
Jocasta Rupert;NULL;Consumer;Reston;20190;Virginia;South
Sara Luxemburg;NULL;Small Business;Fairhaven;2719;MA;East
Neil French;NULL;Consumer;Bossier City;71111;Louisiana;South
Jay Fine;NULL;Consumer;Sacramento;95823;California;West
Sara Luxemburg;NULL;Small Business;Boston;2215;MA;East
Aaron Smayling;NULL;Small Business;Prior Lake;55372;Minnesota;Central
Justin Knight;NULL;Corporate;Bettendorf;52722;Iowa;Central
Evan Bailliet;NULL;Corporate;Boca Raton;33433;Florida;South
Carlos Meador;NULL;Corporate;Naugatuck;6770;Connecticut;East
Carlos Meador;NULL;Corporate;Concord;3301;New Hampshire;East
Carlos Meador;NULL;Corporate;Auburn;4210;Maine;East
Giulietta Dortch;NULL;Small Business;Menlo Park;94025;California;West
Carlos Meador;NULL;Corporate;Seymour;6478;Connecticut;East
Dorris Love;NULL;Corporate;Deer Park;11729;New York;East
Claire Good;NULL;Home Office;Tigard;97224;Oregon;West
Dave Brooks;NULL;Corporate;Texarkana;71854;Arkansas;South
Bart Folk;NULL;Corporate;Maple Shade;8052;New Jersey;East
Andrew Allen;NULL;Corporate;Fort Collins;80525;Colorado;West
Brad Thomas;NULL;Home Office;Wellesley;2457;MA;East
Benjamin Farhat;NULL;Home Office;Glendale;85301;Arizona;West
Dennis Bolton;NULL;Small Business;Wilkinsburg;15221;Pennsylvania;East
Brendan Sweed;NULL;Consumer;Seattle;98115;Washington;West
Larry Tron;NULL;Corporate;Holladay;84117;Utah;West
Sonia Sunley;NULL;Corporate;Garden City;67846;Kansas;Central
Christine Sundaresam;NULL;Small Business;Saint Louis;63116;MO;Central
Denny Ordway;NULL;Small Business;Yuba City;95991;California;West
Paul Lucas;NULL;Corporate;Davis;95616;California;West
Victoria Pisteka;NULL;Corporate;Calexico;92231;California;West
Roy Skaria;NULL;Corporate;Fruit Cove;32259;Florida;South
Aleksandra Gannaway;NULL;Home Office;Vallejo;94591;California;West
Aleksandra Gannaway;NULL;Home Office;Terrytown;70056;Louisiana;South
Stefania Perrino;NULL;Corporate;Murray;42071;Kentucky;South
Sylvia Foulston;NULL;Corporate;Normal;61761;Illinois;Central
Jack O'Briant;NULL;Small Business;Gulfport;39503;Mississippi;South
Brendan Murry;NULL;Corporate;Norwood;2062;MA;East
Brendan Murry;NULL;Corporate;Sanford;4073;Maine;East
Roy Collins;NULL;Corporate;Columbia;38401;Tennessee;South
Brendan Murry;NULL;Corporate;South Portland;4106;Maine;East
Arthur Wiediger;NULL;Corporate;San Antonio;78207;Texas;Central
Tony Molinari;NULL;Corporate;Eureka;95501;California;West
Karen Ferguson;NULL;Home Office;Westford;1886;MA;East
Karen Ferguson;NULL;Home Office;Paterson;7501;New Jersey;East
Elizabeth Moffitt;NULL;Consumer;Union City;7086;New Jersey;East
Kristina Nunn;NULL;Consumer;Dearborn Heights;48127;Michigan;Central
Dave Poirier;NULL;Small Business;Rancho Cucamonga;91730;California;West
Daniel Byrd;NULL;Home Office;Reno;89502;Nevada;West
Duane Huffman;NULL;Small Business;Lancaster;75146;Texas;Central
Lisa Ryan;NULL;Home Office;Butte;59750;Montana;West
Astrea Jones;NULL;Corporate;Newington;6111;Connecticut;East
Bill Shonely;NULL;Small Business;South Vineland;8360;New Jersey;East
Adam Bellavance;NULL;Small Business;Helena;59601;Montana;West
Astrea Jones;NULL;Corporate;Belleville;7109;New Jersey;East
Tim Brockman;NULL;Consumer;Twin Falls;83301;Idaho;West
Eugene Hildebrand;NULL;Home Office;Channelview;77530;Texas;Central
Edward Becker;NULL;Home Office;El Paso;79907;Texas;Central
Adam Bellavance;NULL;Small Business;Missoula;59801;Montana;West
Cyma Kinney;NULL;Small Business;Walla Walla;99362;Washington;West
Eudokia Martin;NULL;Home Office;Lewisville;75057;Texas;Central
Eugene Moren;NULL;Home Office;Aurora;80013;Colorado;West
Quincy Jones;NULL;Corporate;Bullhead City;86442;Arizona;West
Mathew Reese;NULL;Small Business;Lindenhurst;11757;New York;East
Mitch Gastineau;NULL;Small Business;Las Cruces;88001;New Mexico;West
Emily Grady;NULL;Home Office;Spanish Fork;84660;Utah;West
Tom Stivers;NULL;Corporate;Annapolis;21403;Maryland;East
Nathan Gelder;NULL;Home Office;Janesville;53545;Wisconsin;Central
Justin Ellison;NULL;Home Office;Olive Branch;38654;Mississippi;South
Nancy Lomonaco;NULL;Home Office;Huntsville;77340;Texas;Central
Harold Dahlen;NULL;Consumer;South Lake Tahoe;96150;California;West
Stuart Calhoun;NULL;Consumer;Hilliard;43026;Ohio;East
Vivek Grady;NULL;Home Office;Troy;45373;Ohio;East
Ruben Dartt;NULL;Corporate;Edmonds;98026;Washington;West
Peter Buhler;NULL;Consumer;Bakersfield;93309;California;West
Mitch Webber;NULL;Corporate;Oceanside;11572;New York;East
Denise Leinenbach;NULL;Home Office;Gorham;4038;Maine;East
Tracy Hopkins;NULL;Small Business;Granite Bay;95746;California;West
Dianna Vittorini;NULL;Corporate;Surprise;85374;Arizona;West
Bruce Degenhardt;NULL;Home Office;Mesa;85204;Arizona;West
Tonja Turnell;NULL;Consumer;Longview;98632;Washington;West
Sara Luxemburg;NULL;Small Business;Morristown;7960;New Jersey;East
Meg O'Connel;NULL;Corporate;Kirkwood;63122;MO;Central
Anthony Rawles;NULL;Small Business;Grand Junction;81503;Colorado;West
Dan Reichenbach;NULL;Corporate;East Chicago;46312;Indiana;Central
Brad Thomas;NULL;Home Office;Los Altos;94024;California;West
Brad Thomas;NULL;Home Office;Los Banos;93635;California;West
Berenike Kampe;NULL;Corporate;Everett;2149;MA;East
Berenike Kampe;NULL;Corporate;Lewiston;4240;Maine;East
Aaron Smayling;41.0;Small Business;Smithtown;11787;New York;East
Sheri Gordon;41.0;Corporate;Rome;13440;New York;East
Ralph Arnett;41.0;Consumer;Ellicott City;21042;Maryland;East
Tanja Norvell;41.0;Consumer;Saint Petersburg;33710;Florida;South
Rick Duston;41.0;Corporate;Lindenwold;8021;New Jersey;East
John Dryer;41.0;Corporate;Newnan;30265;Georgia;South
Claudia Miner;41.0;Small Business;Quincy;62301;Illinois;Central
Susan Vittorini;41.0;Home Office;Moline;61265;Illinois;Central
Nathan Mautz;41.0;Corporate;Lino Lakes;55014;Minnesota;Central
Julie Kriz;41.0;Corporate;Dunedin;34698;Florida;South
Raymond Fair;41.0;Small Business;Rutland;5701;Vermont;East
Robert Marley;41.0;Corporate;Newark;43055;Ohio;East
Steve Carroll;41.0;Consumer;Oakdale;55128;Minnesota;Central
James Galang;41.0;Consumer;Alexandria;22304;Virginia;South
Craig Carroll;41.0;Corporate;Roy;84067;Utah;West
Amy Cox;41.0;Small Business;Ansonia;6401;Connecticut;East
Amy Cox;41.0;Small Business;Yarmouth;2664;MA;East
Amy Cox;41.0;Small Business;Colchester;5439;Vermont;East
Vivian Mathis;41.0;Corporate;Odenton;21113;Maryland;East
Elpida Rittenbach;41.0;Consumer;Newark;19711;Delaware;East
Tamara Willingham;41.0;Corporate;Twentynine Palms;92277;California;West
Jonathan Doherty;41.0;Corporate;Garner;27529;North Carolina;South
Giulietta Dortch;41.0;Consumer;Menlo Park;94025;California;West
Gary Zandusky;41.0;Home Office;Weslaco;78596;Texas;Central
Meg Tillman;41.0;Small Business;Land O Lakes;34639;Florida;South
Alejandro Savely;41.0;Corporate;Vacaville;95687;California;West
Grace Kelly;41.0;Consumer;American Fork;84003;Utah;West
Cindy Stewart;41.0;Corporate;Prescott Valley;86314;Arizona;West
Clytie Kelty;41.0;Small Business;Altoona;16602;Pennsylvania;East
Mitch Webber;41.0;Corporate;Oceanside;11572;New York;East
Tom Boeckenhauer;41.0;Corporate;Corvallis;97330;Oregon;West
Sally Hughsby;41.0;Consumer;North Ridgeville;44039;Ohio;East
Christy Brittain;41.0;Consumer;Newport;2840;Rhode Island;East
Christy Brittain;41.0;Consumer;Winthrop;2152;MA;East
Rob Haberlin;41.0;Corporate;Marshalltown;50158;Iowa;Central
Chuck Sachs;41.0;Consumer;Portland;4101;Maine;East
George Zrebassa;41.0;Home Office;Stockton;95207;California;West
Grant Carroll;41.0;Small Business;Danville;61832;Illinois;Central
Jim Epp;41.0;Small Business;Charlottesville;22901;Virginia;South
Chuck Sachs;41.0;Consumer;Bloomfield;7003;New Jersey;East
Pauline Webber;41.0;Consumer;Boise;83704;Idaho;West
Tom Prescott;41.0;Small Business;Bristol;6010;Connecticut;East
Nat Gilpin;41.0;Consumer;Moore;73160;Oklahoma;Central
Pete Takahito;41.0;Corporate;Edgewood;21040;Maryland;East
Rick Wilson;41.0;Corporate;Wilson;27893;North Carolina;South
Eva Jacobs;41.0;Home Office;Altus;73521;Oklahoma;Central
Giulietta Dortch;41.0;Small Business;Thousand Oaks;91360;California;West
Steve Nguyen;41.0;Small Business;Toledo;43615;Ohio;East
Harold Pawlan;41.0;Small Business;Columbus;68601;Nebraska;Central
Denise Monton;41.0;Home Office;Asheville;28806;North Carolina;South
Julia Barnett;41.0;Corporate;San Carlos;94070;California;West
Denise Monton;41.0;Home Office;Burlington;27217;North Carolina;South
Brad Thomas;41.0;Home Office;Manhattan Beach;90266;California;West
Harold Pawlan;41.0;Small Business;Clearfield;84015;Utah;West
Theone Pippenger;41.0;Corporate;Owatonna;55060;Minnesota;Central
Rick Hansen;41.0;Corporate;East Point;30344;Georgia;South
Maribeth Dona;41.0;Home Office;Fairfax;20151;Virginia;South
Edward Becker;41.0;Corporate;Euless;76039;Texas;Central
Henry MacAllister;41.0;Small Business;College Station;77840;Texas;Central
Dianna Arnett;41.0;Home Office;Bennington;5201;Vermont;East
Susan Pistek;41.0;Home Office;New Orleans;70117;Louisiana;South
Dianna Arnett;41.0;Home Office;Merrimack;3054;New Hampshire;East
Sean O'Donnell;41.0;Corporate;Dickinson;58601;North Dakota;Central
Chuck Sachs;41.0;Consumer;Cranford;7016;New Jersey;East
Chuck Sachs;41.0;Consumer;Salem;3079;New Hampshire;East
Adam Shillingsburg;41.0;Corporate;Gresham;97030;Oregon;West
Karl Brown;41.0;Home Office;Webster;1570;MA;East
Noel Staavos;41.0;Home Office;Cambridge;2138;MA;East
Chuck Sachs;41.0;Consumer;Summit;7901;New Jersey;East
Randy Bradley;41.0;Small Business;Dalton;30721;Georgia;South
Stuart Calhoun;41.0;Consumer;Hilliard;43026;Ohio;East
Bart Folk;41.0;Corporate;Lemon Grove;91945;California;West
Stuart Van;41.0;Consumer;Shirley;11967;New York;East
Barbara Fisher;41.0;Small Business;Shawnee;66203;Kansas;Central
Charles Sheldon;41.0;Corporate;Shakopee;55379;Minnesota;Central
Eric Barreto;41.0;Consumer;Huntington Beach;92646;California;West
Charles Sheldon;41.0;Corporate;Savage;55378;Minnesota;Central
Lela Donovan;41.0;Corporate;Southgate;48195;Michigan;Central
Jesus Ocampo;41.0;Small Business;Mesquite;75150;Texas;Central
Thais Sissman;41.0;Corporate;Ponte Vedra Beach;32004;Florida;South
Craig Carroll;41.0;Corporate;Papillion;68046;Nebraska;Central
Nick Zandusky;41.0;Small Business;Tucker;30084;Georgia;South
Ralph Arnett;41.0;Consumer;Essex;21221;Maryland;East
Greg Matthias;41.0;Home Office;Englewood;80112;Colorado;West
Guy Armstrong;41.0;Corporate;Indianapolis;46203;Indiana;Central
Charlotte Melton;41.0;Home Office;Bolingbrook;60440;Illinois;Central
Corinna Mitchell;41.0;Corporate;Mustang;73064;Oklahoma;Central
Ralph Kennedy;41.0;Corporate;Kalamazoo;49001;Michigan;Central
Sylvia Foulston;41.0;Corporate;Mundelein;60060;Illinois;Central
Scott Cohen;41.0;Consumer;Middle River;21220;Maryland;East
Alex Grayson;41.0;Consumer;Lodi;7644;New Jersey;East
Alex Grayson;41.0;Consumer;Biddeford;4005;Maine;East
Russell Applegate;41.0;Home Office;La Vista;68128;Nebraska;Central
Michael Dominguez;41.0;Home Office;Greensburg;15601;Pennsylvania;East
Bobby Trafton;41.0;Small Business;Lunenburg;1462;MA;East
Matt Connell;41.0;Corporate;Massillon;44646;Ohio;East
Brad Eason;41.0;Small Business;Norfolk;68701;Nebraska;Central
Jonathan Doherty;41.0;Corporate;Greensboro;27405;North Carolina;South
Matt Connell;41.0;Corporate;Medina;44256;Ohio;East
Carlos Meador;41.0;Corporate;Burlington;5401;Vermont;East
Carlos Meador;41.0;Corporate;Lewiston;4240;Maine;East
Chuck Magee;41.0;Corporate;Frankfort;46041;Indiana;Central
Trudy Bell;41.0;Consumer;Coos Bay;97420;Oregon;West
Lindsay Williams;41.0;Corporate;Rogers;72756;Arkansas;South
Sam Zeldin;41.0;Small Business;Reynoldsburg;43068;Ohio;East
Tony Chapman;41.0;Consumer;Adrian;49221;Michigan;Central
Brad Norvell;41.0;Corporate;Roseville;55113;Minnesota;Central
Logan Haushalter;41.0;Corporate;New Castle;47362;Indiana;Central
Seth Vernon;41.0;Home Office;West Des Moines;50265;Iowa;Central
Rob Williams;41.0;Home Office;Chandler;85224;Arizona;West
Duane Huffman;41.0;Consumer;Laredo;78041;Texas;Central
Emily Grady;41.0;Home Office;Springville;84663;Utah;West
Nathan Cano;41.0;Consumer;Edina;55410;Minnesota;Central
Vivian Mathis;41.0;Home Office;Odenton;21113;Maryland;East
Susan MacKendrick;41.0;Corporate;Ocoee;34761;Florida;South
Harold Ryan;41.0;Home Office;Westlake;44145;Ohio;East
Susan MacKendrick;41.0;Corporate;Orlando;32839;Florida;South
Georgia Rosenberg;41.0;Consumer;Alexandria;22304;Virginia;South
Christy Brittain;41.0;Consumer;Santa Rosa;95404;California;West
Frank Olsen;41.0;Small Business;Coos Bay;97420;Oregon;West
Marc Crier;41.0;Consumer;West Memphis;72301;Arkansas;South
Kean Takahito;41.0;Home Office;Peachtree City;30269;Georgia;South
Greg Guthrie;41.0;Small Business;Kokomo;46901;Indiana;Central
Jack O'Briant;41.0;Small Business;Clinton;39056;Mississippi;South
Greg Matthias;41.0;Small Business;Fort Collins;80525;Colorado;West
Tony Sayre;41.0;Small Business;Mount Vernon;98273;Washington;West
Christina Vanderzanden;41.0;Small Business;Raytown;64133;MO;Central
Andrew Roberts;41.0;Home Office;Richland;99352;Washington;West
Ben Wallace;41.0;Home Office;Watertown;13601;New York;East
